Case ID,Activity,Complete Timestamp,Resource,customer,gravita,product,servicelevel,workload
803,a2,2016-08-09 09:33:23,ZOSIMO,customer_144,2.0,product_0,servicelevel_2,27.0
803,a3,2016-08-09 14:08:57,ZOSIMO,customer_144,2.0,product_0,servicelevel_2,32.0
804,a1,2016-10-05 13:10:22,ZOSIMO,customer_53,2.0,product_0,servicelevel_2,41.0
804,a2,2016-10-05 13:23:16,ZORAIDO,customer_53,2.0,product_0,servicelevel_2,21.0
804,a3,2016-10-06 16:02:30,ZORAIDO,customer_53,2.0,product_0,servicelevel_2,18.0
805,a1,2017-01-26 16:18:42,ZULINO,customer_46,3.0,product_0,servicelevel_1,86.0
805,a1,2017-01-26 16:18:58,ZORAIDO,customer_46,2.0,product_0,servicelevel_1,19.0
805,a2,2017-01-26 16:54:32,ZOSIMO,customer_46,2.0,product_0,servicelevel_1,41.0
805,a7,2017-02-01 08:04:37,ZOSIMO,customer_46,2.0,product_0,servicelevel_1,40.0
805,a3,2017-02-09 14:21:48,ZOSIMO,customer_46,2.0,product_0,servicelevel_1,29.0
806,a1,2016-10-27 14:53:11,ZOSIMO,customer_87,2.0,product_0,servicelevel_1,32.0
806,a2,2016-10-27 15:09:11,ZOPITA,customer_87,2.0,product_0,servicelevel_1,9.0
806,a3,2016-10-28 09:23:12,ZOPITA,customer_87,2.0,product_0,servicelevel_1,8.0
807,a1,2016-12-01 08:53:11,ZOILA,customer_239,2.0,product_13,servicelevel_2,13.0
807,a2,2016-12-01 13:28:29,ZOPITO,customer_239,2.0,product_13,servicelevel_2,10.0
807,a3,2016-12-02 10:26:12,ZOPITO,customer_239,2.0,product_13,servicelevel_2,10.0
808,a1,2016-10-18 10:10:08,ZOLA,customer_240,2.0,product_0,servicelevel_2,9.0
808,a2,2016-10-18 10:28:10,ZOPITA,customer_240,2.0,product_0,servicelevel_2,11.0
808,a3,2016-10-18 15:58:08,ZOPITA,customer_240,2.0,product_0,servicelevel_2,12.0
809,a1,2016-10-19 11:26:43,ZOPITO,customer_82,2.0,product_10,servicelevel_0,11.0
809,a2,2016-10-19 11:27:04,ZOPITO,customer_82,2.0,product_10,servicelevel_0,11.0
809,a4,2016-10-19 11:27:19,ZOPITO,customer_82,2.0,product_10,servicelevel_0,11.0
809,a3,2016-10-20 14:29:23,ZOPITO,customer_82,2.0,product_10,servicelevel_0,9.0
810,a1,2017-02-03 13:40:52,ZULINO,customer_46,2.0,product_0,servicelevel_1,85.0
810,a2,2017-02-03 13:52:21,ZOSIMO,customer_46,2.0,product_0,servicelevel_1,44.0
810,a2,2017-02-07 15:47:59,ZOILO,customer_46,2.0,product_0,servicelevel_1,6.0
810,a2,2017-02-07 16:01:11,ZITA,customer_46,2.0,product_0,servicelevel_1,4.0
810,a2,2017-02-09 14:29:08,ZOSIMO,customer_46,2.0,product_0,servicelevel_1,29.0
810,a3,2017-02-10 13:08:03,ZOSIMO,customer_46,2.0,product_0,servicelevel_1,27.0
811,a1,2017-02-01 15:41:45,ZULINO,customer_241,2.0,product_1,servicelevel_1,79.0
811,a2,2017-02-02 08:11:14,ZOSIMA,customer_241,2.0,product_1,servicelevel_1,5.0
811,a3,2017-02-02 09:49:16,ZOSIMA,customer_241,2.0,product_1,servicelevel_1,4.0
812,a1,2016-07-27 14:05:20,ZOLIA,customer_205,2.0,product_12,servicelevel_1,73.0
812,a2,2016-07-27 14:50:40,ZOSIMO,customer_205,2.0,product_12,servicelevel_1,21.0
812,a3,2016-07-28 09:14:59,ZOSIMO,customer_205,2.0,product_12,servicelevel_1,20.0
813,a1,2016-11-29 15:17:49,ZORAIDO,customer_242,2.0,product_0,servicelevel_2,44.0
813,a2,2016-11-29 16:03:34,ZOSIMO,customer_242,2.0,product_0,servicelevel_2,38.0
813,a4,2016-11-29 16:47:33,ZOSIMO,customer_242,2.0,product_0,servicelevel_2,38.0
813,a3,2016-11-30 09:05:27,ZOSIMO,customer_242,2.0,product_0,servicelevel_2,39.0
814,a1,2016-12-13 15:26:08,ZORAIDO,customer_243,2.0,product_0,servicelevel_1,44.0
814,a2,2016-12-14 16:41:17,ZOSIMO,customer_243,2.0,product_0,servicelevel_1,51.0
814,a3,2016-12-15 08:34:57,ZOSIMO,customer_243,2.0,product_0,servicelevel_1,47.0
815,a1,2016-11-07 08:47:45,ZOLA,customer_14,2.0,product_0,servicelevel_2,19.0
815,a2,2016-11-07 10:03:45,ZORAIDE,customer_14,2.0,product_0,servicelevel_2,4.0
815,a3,2016-11-07 11:25:03,ZORAIDE,customer_14,2.0,product_0,servicelevel_2,4.0
816,a1,2016-07-26 09:13:44,ZOLIA,customer_23,2.0,product_0,servicelevel_1,90.0
816,a2,2016-07-26 11:35:20,ZOSIMO,customer_23,2.0,product_0,servicelevel_1,23.0
816,a4,2016-07-26 14:02:35,ZOSIMO,customer_23,2.0,product_0,servicelevel_1,25.0
816,a3,2016-08-04 11:34:32,ZOSIMO,customer_23,2.0,product_0,servicelevel_1,20.0
817,a8,2016-09-02 07:53:57,ZOSIMA,customer_61,,product_6,servicelevel_3,7.0
817,a1,2016-09-02 07:56:33,ZOSIMA,customer_61,3.0,product_6,servicelevel_1,7.0
817,a2,2016-09-02 07:58:01,ZOSIMA,customer_61,3.0,product_6,servicelevel_1,7.0
817,a4,2016-09-02 15:54:20,ZOSIMA,customer_61,3.0,product_6,servicelevel_1,9.0
817,a3,2016-09-13 09:19:43,ZOSIMA,customer_61,3.0,product_6,servicelevel_1,3.0
818,a1,2016-08-04 13:43:31,ZORAIDO,customer_199,2.0,product_0,servicelevel_1,12.0
818,a2,2016-08-04 14:05:38,ZOLFERINO,customer_199,2.0,product_0,servicelevel_1,7.0
818,a3,2016-08-05 11:45:44,ZOLFERINO,customer_199,2.0,product_0,servicelevel_1,7.0
819,a1,2016-10-28 12:58:47,ZOSIMO,customer_22,2.0,product_0,servicelevel_1,37.0
819,a2,2016-10-28 13:18:24,ZORAIDO,customer_22,2.0,product_0,servicelevel_1,28.0
819,a3,2016-10-28 14:04:04,ZORAIDO,customer_22,2.0,product_0,servicelevel_1,26.0
820,a1,2016-12-20 09:27:17,ZORAIDO,customer_144,3.0,product_0,servicelevel_2,29.0
820,a2,2016-12-20 11:02:20,ZOPITO,customer_144,3.0,product_0,servicelevel_2,9.0
820,a3,2016-12-20 11:03:19,ZOPITO,customer_144,3.0,product_0,servicelevel_2,8.0
821,a1,2017-01-31 14:08:33,ZULINO,customer_64,2.0,product_7,servicelevel_2,66.0
821,a2,2017-01-31 15:34:17,ZORAIDE,customer_64,2.0,product_7,servicelevel_2,8.0
821,a2,2017-01-31 16:43:39,ZOSIMO,customer_64,2.0,product_7,servicelevel_2,40.0
821,a2,2017-02-01 12:02:47,ZOILA,customer_64,2.0,product_7,servicelevel_2,10.0
821,a3,2017-02-02 14:49:56,ZOILA,customer_64,2.0,product_7,servicelevel_2,7.0
822,a1,2016-11-28 11:05:56,ZOSIMO,customer_136,2.0,product_5,servicelevel_1,40.0
822,a2,2016-11-28 13:38:20,ZOSIMA,customer_136,2.0,product_5,servicelevel_1,11.0
822,a3,2016-11-28 13:59:51,ZOSIMA,customer_136,2.0,product_5,servicelevel_1,11.0
823,a1,2016-11-08 14:29:05,ZORAIDO,customer_244,2.0,product_0,servicelevel_1,27.0
823,a2,2016-11-08 14:57:06,ZOLFERINO,customer_244,2.0,product_0,servicelevel_1,8.0
823,a3,2016-11-08 15:13:08,ZOLFERINO,customer_244,2.0,product_0,servicelevel_1,7.0
824,a1,2017-01-26 08:29:32,ZULINO,customer_245,2.0,product_0,servicelevel_1,76.0
824,a2,2017-01-26 16:01:54,ZOSIMO,customer_245,2.0,product_0,servicelevel_1,40.0
824,a7,2017-01-27 16:55:42,ZOSIMO,customer_245,2.0,product_0,servicelevel_2,35.0
824,a2,2017-01-30 11:21:41,ZOIA,customer_245,2.0,product_0,servicelevel_2,7.0
824,a3,2017-02-08 13:43:47,ZOIA,customer_245,2.0,product_0,servicelevel_2,3.0
825,a1,2016-09-30 17:21:50,ZOPITA,customer_46,2.0,product_0,servicelevel_1,14.0
825,a2,2016-10-03 08:12:37,ZORAIDO,customer_46,2.0,product_0,servicelevel_1,17.0
825,a3,2016-10-03 08:24:47,ZORAIDO,customer_46,2.0,product_0,servicelevel_1,16.0
826,a1,2017-02-03 13:14:54,ZULINO,customer_8,2.0,product_0,servicelevel_1,87.0
826,a2,2017-02-06 14:13:46,ZORAIDE,customer_8,2.0,product_0,servicelevel_1,12.0
826,a3,2017-02-06 15:31:08,ZORAIDE,customer_8,2.0,product_0,servicelevel_1,10.0
827,a1,2016-12-21 13:25:28,ZOSIMO,customer_136,3.0,product_6,servicelevel_1,48.0
827,a2,2016-12-21 15:47:38,ZOSIMA,customer_136,3.0,product_6,servicelevel_1,15.0
827,a4,2016-12-27 09:37:13,ZOSIMA,customer_136,3.0,product_6,servicelevel_1,18.0
827,a3,2017-01-11 11:49:52,ZOSIMA,customer_136,3.0,product_6,servicelevel_1,11.0
828,a1,2016-10-17 13:00:40,ZOSIMO,customer_81,2.0,product_0,servicelevel_2,41.0
828,a2,2016-10-17 13:17:02,ZOSIMO,customer_81,2.0,product_0,servicelevel_2,42.0
828,a4,2016-10-17 14:18:33,ZOSIMO,customer_81,2.0,product_0,servicelevel_2,40.0
828,a3,2016-10-17 16:13:01,ZOSIMO,customer_81,2.0,product_0,servicelevel_2,40.0
829,a1,2016-08-01 15:59:42,ZOLIA,customer_207,1.0,product_14,servicelevel_1,68.0
829,a1,2016-08-02 08:32:10,ZOLA,customer_207,2.0,product_14,servicelevel_1,10.0
829,a2,2016-08-02 08:58:20,ZOLA,customer_207,2.0,product_14,servicelevel_1,10.0
829,a4,2016-08-02 09:46:46,ZOLA,customer_207,2.0,product_14,servicelevel_1,10.0
829,a2,2016-08-03 15:48:16,ZOLA,customer_207,2.0,product_14,servicelevel_1,7.0
829,a4,2016-08-03 15:48:36,ZOLA,customer_207,2.0,product_14,servicelevel_1,7.0
829,a2,2016-08-04 08:23:57,ZOLA,customer_207,2.0,product_14,servicelevel_1,7.0
829,a7,2016-08-11 14:55:14,ZOLA,customer_207,2.0,product_14,servicelevel_1,7.0
829,a2,2016-08-11 14:55:14,ZOLA,customer_207,2.0,product_14,servicelevel_1,7.0
829,a7,2016-08-16 08:37:58,ZOLA,customer_207,2.0,product_14,servicelevel_1,8.0
829,a2,2016-08-23 08:28:57,ZOLA,customer_207,2.0,product_14,servicelevel_1,13.0
829,a3,2016-08-23 09:43:37,ZOLA,customer_207,2.0,product_14,servicelevel_1,13.0
830,a1,2016-09-22 15:54:30,ZOSIMO,customer_58,2.0,product_0,servicelevel_1,34.0
830,a2,2016-09-22 16:30:57,ZOLFERINO,customer_58,2.0,product_0,servicelevel_1,5.0
830,a3,2016-09-23 16:35:22,ZOLFERINO,customer_58,2.0,product_0,servicelevel_1,5.0
831,a1,2016-08-01 15:39:52,ZOLIA,customer_10,2.0,product_6,servicelevel_1,71.0
831,a2,2016-08-01 15:50:12,ZOSIMA,customer_10,2.0,product_6,servicelevel_1,8.0
831,a3,2016-08-01 15:58:27,ZOSIMA,customer_10,2.0,product_6,servicelevel_1,5.0
832,a1,2016-08-08 09:15:22,ZOSIMO,customer_59,1.0,product_0,servicelevel_2,22.0
832,a2,2016-08-08 09:15:45,ZOSIMO,customer_59,1.0,product_0,servicelevel_2,22.0
832,a3,2016-08-08 10:38:31,ZOSIMO,customer_59,1.0,product_0,servicelevel_2,20.0
833,a1,2016-12-01 10:40:31,ZOILA,customer_129,3.0,product_0,servicelevel_1,19.0
833,a2,2016-12-01 10:40:41,ZOILA,customer_129,3.0,product_0,servicelevel_1,19.0
833,a6,2016-12-01 10:47:56,ZOILA,customer_129,3.0,product_0,servicelevel_1,19.0
833,a3,2016-12-06 16:15:01,ZOILA,customer_129,3.0,product_0,servicelevel_1,6.0
834,a8,2016-09-05 11:28:02,ZOSIMA,customer_8,,product_5,servicelevel_3,9.0
834,a1,2016-09-05 11:32:35,ZOSIMA,customer_8,2.0,product_5,servicelevel_1,9.0
834,a2,2016-09-05 11:34:23,ZOSIMA,customer_8,2.0,product_5,servicelevel_1,9.0
834,a3,2016-09-08 15:10:26,ZOSIMA,customer_8,2.0,product_5,servicelevel_1,5.0
835,a1,2016-08-23 09:18:02,ZOSIMO,customer_34,2.0,product_0,servicelevel_2,27.0
835,a2,2016-08-23 09:32:59,ZOPITA,customer_34,2.0,product_0,servicelevel_2,14.0
835,a3,2016-08-23 10:37:02,ZOPITA,customer_34,2.0,product_0,servicelevel_2,13.0
836,a1,2016-07-28 08:30:54,ZOLIA,customer_64,2.0,product_0,servicelevel_2,71.0
836,a2,2016-07-28 09:18:29,ZOLFERINO,customer_64,2.0,product_0,servicelevel_2,9.0
836,a3,2016-07-28 09:38:54,ZOLFERINO,customer_64,2.0,product_0,servicelevel_2,8.0
837,a1,2017-02-16 14:38:24,ZULINO,customer_45,2.0,product_0,servicelevel_2,53.0
837,a2,2017-02-16 14:38:33,ZOLFERINO,customer_45,2.0,product_0,servicelevel_2,8.0
837,a3,2017-02-17 10:05:53,ZOLFERINO,customer_45,2.0,product_0,servicelevel_2,9.0
838,a1,2016-12-19 08:29:46,ZOSIMO,customer_3,2.0,product_0,servicelevel_0,39.0
838,a2,2016-12-19 08:41:31,ZORAIDE,customer_3,2.0,product_0,servicelevel_0,7.0
838,a3,2016-12-19 08:43:26,ZORAIDE,customer_3,2.0,product_0,servicelevel_0,6.0
839,a1,2017-01-11 08:29:06,ZULINO,customer_56,2.0,product_0,servicelevel_0,22.0
839,a2,2017-01-11 08:47:51,ZOLFERINO,customer_56,2.0,product_0,servicelevel_0,11.0
839,a7,2017-01-12 09:33:00,ZOLFERINO,customer_56,2.0,product_0,servicelevel_0,13.0
839,a3,2017-02-21 15:18:32,ZOLFERINO,customer_56,2.0,product_0,servicelevel_0,5.0
840,a1,2016-07-20 08:31:19,ZOLIA,customer_62,2.0,product_0,servicelevel_1,64.0
840,a2,2016-07-20 16:34:25,ZOLA,customer_62,2.0,product_0,servicelevel_1,7.0
840,a3,2016-07-20 16:46:15,ZOLA,customer_62,2.0,product_0,servicelevel_1,6.0
841,a1,2016-07-22 10:38:08,ZOLIA,customer_46,2.0,product_0,servicelevel_1,77.0
841,a2,2016-07-22 10:41:03,ZOPITO,customer_46,2.0,product_0,servicelevel_1,19.0
841,a3,2016-07-22 11:18:53,ZOPITO,customer_46,2.0,product_0,servicelevel_1,17.0
842,a1,2017-02-10 11:54:37,ZULINO,customer_10,3.0,product_5,servicelevel_1,71.0
842,a2,2017-02-10 12:04:00,ZOSIMA,customer_10,3.0,product_5,servicelevel_1,10.0
842,a3,2017-02-10 12:04:41,ZOSIMA,customer_10,3.0,product_5,servicelevel_1,9.0
843,a1,2016-12-07 08:37:14,ZOSIMO,customer_246,2.0,product_0,servicelevel_1,41.0
843,a2,2016-12-07 08:37:58,ZORAIDE,customer_246,2.0,product_0,servicelevel_1,4.0
843,a3,2016-12-07 15:46:30,ZORAIDE,customer_246,2.0,product_0,servicelevel_1,3.0
844,a1,2017-02-10 09:56:43,ZULINO,customer_12,2.0,product_0,servicelevel_1,68.0
844,a2,2017-02-10 11:52:44,ZOSIMA,customer_12,2.0,product_0,servicelevel_1,9.0
844,a2,2017-02-10 11:52:49,ZOIA,customer_12,2.0,product_0,servicelevel_1,1.0
844,a3,2017-02-24 12:00:07,ZOIA,customer_12,2.0,product_0,servicelevel_1,0.0
845,a1,2016-12-06 09:25:14,ZORAIDO,customer_107,2.0,product_0,servicelevel_2,31.0
845,a2,2016-12-06 09:41:15,ZOSIMO,customer_107,2.0,product_0,servicelevel_2,50.0
845,a3,2016-12-06 09:46:20,ZOSIMO,customer_107,2.0,product_0,servicelevel_2,49.0
846,a1,2016-11-03 16:29:36,ZOLA,customer_17,2.0,product_0,servicelevel_1,19.0
846,a2,2016-11-03 16:37:06,ZOLA,customer_17,2.0,product_0,servicelevel_1,19.0
846,a4,2016-11-03 17:18:35,ZOLA,customer_17,2.0,product_0,servicelevel_1,19.0
846,a2,2016-11-04 15:54:17,ZOLA,customer_17,2.0,product_0,servicelevel_1,19.0
846,a3,2016-11-04 15:58:56,ZOLA,customer_17,2.0,product_0,servicelevel_1,18.0
847,a1,2016-12-01 13:53:52,ZORAIDO,customer_224,2.0,product_0,servicelevel_1,37.0
847,a2,2016-12-02 16:27:46,ZOPITO,customer_224,2.0,product_0,servicelevel_1,10.0
847,a4,2016-12-05 09:52:55,ZOPITO,customer_224,2.0,product_0,servicelevel_1,11.0
847,a3,2016-12-13 11:27:00,ZOPITO,customer_224,2.0,product_0,servicelevel_1,7.0
848,a1,2017-01-26 14:15:07,ZULINO,customer_65,2.0,product_0,servicelevel_2,86.0
848,a2,2017-01-26 14:40:47,ZOSIMO,customer_65,2.0,product_0,servicelevel_2,41.0
848,a3,2017-01-27 09:26:55,ZOSIMO,customer_65,2.0,product_0,servicelevel_2,38.0
849,a1,2016-07-07 09:33:25,ZOLIA,customer_26,2.0,product_0,servicelevel_1,37.0
849,a2,2016-07-07 14:51:13,ZOILA,customer_26,2.0,product_0,servicelevel_1,12.0
849,a3,2016-07-08 09:06:23,ZOILA,customer_26,2.0,product_0,servicelevel_1,11.0
850,a1,2017-01-10 08:27:57,ZULINO,customer_93,3.0,product_0,servicelevel_1,8.0
850,a2,2017-01-10 11:41:58,ZORAIDO,customer_93,3.0,product_0,servicelevel_1,20.0
850,a3,2017-01-10 11:51:26,ZORAIDO,customer_93,3.0,product_0,servicelevel_1,19.0
851,a1,2016-10-18 10:06:50,ZORAIDO,customer_247,3.0,product_0,servicelevel_1,20.0
851,a1,2016-10-18 10:07:00,ZORAIDO,customer_247,2.0,product_0,servicelevel_1,20.0
851,a2,2016-10-18 11:17:45,ZOLFERINO,customer_247,2.0,product_0,servicelevel_1,5.0
851,a3,2016-10-18 11:32:47,ZOLFERINO,customer_247,2.0,product_0,servicelevel_1,4.0
852,a1,2016-09-28 15:24:29,ZOLA,customer_15,2.0,product_9,servicelevel_1,20.0
852,a2,2016-09-29 09:18:02,ZOSIMA,customer_15,2.0,product_9,servicelevel_1,12.0
852,a3,2016-09-29 09:30:14,ZOSIMA,customer_15,2.0,product_9,servicelevel_1,11.0
853,a1,2016-08-03 16:27:16,ZOLIA,customer_168,2.0,product_0,servicelevel_1,62.0
853,a2,2016-08-03 16:28:01,ZOLA,customer_168,2.0,product_0,servicelevel_1,8.0
853,a3,2016-08-03 16:57:37,ZOLA,customer_168,2.0,product_0,servicelevel_1,7.0
854,a1,2016-09-07 10:01:24,ZOSIMO,customer_6,2.0,product_0,servicelevel_1,37.0
854,a2,2016-09-07 10:36:30,ZORAIDO,customer_6,2.0,product_0,servicelevel_1,27.0
854,a6,2016-09-19 14:29:21,ZORAIDO,customer_6,3.0,product_0,servicelevel_1,11.0
854,a9,2016-12-13 08:42:42,ZORAIDO,customer_6,3.0,product_0,servicelevel_1,27.0
854,a10,2017-01-09 13:51:09,ZORAIDO,customer_6,3.0,product_0,servicelevel_1,21.0
854,a10,2017-02-08 15:37:27,ZOSIMO,customer_6,3.0,product_0,servicelevel_1,28.0
854,a3,2017-02-08 15:42:59,ZOSIMO,customer_6,3.0,product_0,servicelevel_1,27.0
855,a1,2016-09-21 15:44:41,ZOSIMO,customer_17,2.0,product_0,servicelevel_1,33.0
855,a2,2016-09-22 08:39:23,ZOILA,customer_17,2.0,product_0,servicelevel_1,5.0
855,a3,2016-09-22 09:32:13,ZOILA,customer_17,2.0,product_0,servicelevel_1,4.0
856,a1,2017-01-05 15:06:16,ZOSIMO,customer_246,3.0,product_0,servicelevel_1,54.0
856,a2,2017-01-05 15:06:34,ZOSIMO,customer_246,3.0,product_0,servicelevel_1,54.0
856,a3,2017-01-05 15:23:33,ZOSIMO,customer_246,3.0,product_0,servicelevel_1,52.0
857,a1,2017-02-14 11:43:37,ZULINO,customer_14,2.0,product_0,servicelevel_2,56.0
857,a2,2017-02-14 13:26:46,ZOPITO,customer_14,2.0,product_0,servicelevel_2,7.0
857,a3,2017-02-14 13:53:04,ZOPITO,customer_14,2.0,product_0,servicelevel_2,6.0
858,a1,2016-09-30 10:00:23,ZOSIMO,customer_63,2.0,product_0,servicelevel_2,51.0
858,a2,2016-09-30 10:33:25,ZOLFERINO,customer_63,2.0,product_0,servicelevel_2,8.0
858,a3,2016-10-03 08:58:01,ZOLFERINO,customer_63,2.0,product_0,servicelevel_2,7.0
859,a1,2016-10-05 17:16:09,ZOSIMO,customer_43,3.0,product_0,servicelevel_1,40.0
859,a2,2016-10-05 17:17:03,ZOSIMO,customer_43,3.0,product_0,servicelevel_1,40.0
859,a3,2016-10-06 13:00:48,ZOSIMO,customer_43,3.0,product_0,servicelevel_1,34.0
860,a1,2016-09-02 13:23:52,ZOSIMO,customer_248,2.0,product_0,servicelevel_1,32.0
860,a2,2016-09-02 16:34:38,ZOLFERINO,customer_248,2.0,product_0,servicelevel_1,12.0
860,a3,2016-09-05 09:07:33,ZOLFERINO,customer_248,2.0,product_0,servicelevel_1,11.0
861,a1,2016-10-21 13:11:02,ZOSIMO,customer_64,2.0,product_0,servicelevel_2,40.0
861,a2,2016-10-24 08:32:18,ZOSIMO,customer_64,2.0,product_0,servicelevel_2,32.0
861,a3,2016-10-24 10:38:36,ZOSIMO,customer_64,2.0,product_0,servicelevel_2,33.0
862,a1,2017-01-24 17:04:36,ZULINO,customer_51,2.0,product_0,servicelevel_1,85.0
862,a2,2017-01-25 11:37:53,ZOPITO,customer_51,2.0,product_0,servicelevel_1,15.0
862,a3,2017-01-27 11:53:53,ZOPITO,customer_51,2.0,product_0,servicelevel_1,15.0
863,a1,2016-07-21 10:19:04,ZOLIA,customer_17,2.0,product_0,servicelevel_1,64.0
863,a2,2016-07-21 16:46:50,ZOSIMO,customer_17,2.0,product_0,servicelevel_1,24.0
863,a3,2016-07-22 10:24:23,ZOSIMO,customer_17,2.0,product_0,servicelevel_1,21.0
864,a1,2016-10-18 17:19:53,ZOLA,customer_155,2.0,product_0,servicelevel_1,20.0
864,a2,2016-10-19 08:11:38,ZORAIDO,customer_155,2.0,product_0,servicelevel_1,27.0
864,a3,2016-10-21 14:17:50,ZORAIDO,customer_155,2.0,product_0,servicelevel_1,18.0
865,a1,2017-02-16 10:52:46,ZULINO,customer_153,2.0,product_0,servicelevel_1,52.0
865,a2,2017-02-16 11:32:28,ZORAIDE,customer_153,2.0,product_0,servicelevel_1,5.0
865,a4,2017-02-16 14:06:28,ZORAIDE,customer_153,2.0,product_0,servicelevel_1,5.0
865,a3,2017-02-23 17:04:56,ZORAIDE,customer_153,2.0,product_0,servicelevel_1,2.0
866,a1,2016-11-28 13:51:13,ZOSIMO,customer_51,2.0,product_0,servicelevel_1,43.0
866,a2,2016-11-28 13:53:21,ZOSIMO,customer_51,2.0,product_0,servicelevel_1,43.0
866,a3,2016-11-29 10:27:06,ZOSIMO,customer_51,2.0,product_0,servicelevel_1,43.0
867,a1,2016-11-08 08:32:31,ZORAIDO,customer_66,3.0,product_9,servicelevel_1,20.0
867,a2,2016-11-08 08:35:35,ZORAIDO,customer_66,3.0,product_9,servicelevel_1,20.0
867,a3,2016-11-08 08:39:09,ZORAIDO,customer_66,3.0,product_9,servicelevel_1,19.0
868,a1,2016-12-09 08:15:19,ZOSIMO,customer_22,3.0,product_0,servicelevel_1,49.0
868,a2,2016-12-09 15:21:50,ZOSIMO,customer_22,3.0,product_0,servicelevel_1,50.0
868,a3,2016-12-09 15:21:58,ZOSIMO,customer_22,3.0,product_0,servicelevel_1,49.0
869,a1,2016-09-06 08:16:10,ZORAIDO,customer_249,2.0,product_0,servicelevel_1,20.0
869,a2,2016-09-06 08:28:46,ZOPITA,customer_249,2.0,product_0,servicelevel_1,12.0
869,a3,2016-09-06 08:55:52,ZOPITA,customer_249,2.0,product_0,servicelevel_1,11.0
870,a1,2017-01-09 10:08:38,ZOSIMO,customer_185,3.0,product_0,servicelevel_1,56.0
870,a1,2017-01-09 13:59:31,ZOSIMO,customer_185,2.0,product_0,servicelevel_1,63.0
870,a2,2017-01-09 16:35:45,ZOSIMO,customer_185,2.0,product_0,servicelevel_1,55.0
870,a2,2017-01-09 16:38:05,ZOELLO,customer_185,2.0,product_0,servicelevel_1,1.0
870,a2,2017-01-11 15:46:20,ZOLFERINO,customer_185,2.0,product_0,servicelevel_1,13.0
870,a3,2017-01-13 09:06:01,ZOLFERINO,customer_185,2.0,product_0,servicelevel_1,14.0
871,a1,2016-08-25 14:52:27,ZOSIMO,customer_250,2.0,product_0,servicelevel_2,31.0
871,a2,2016-08-25 16:01:43,ZOLFERINO,customer_250,2.0,product_0,servicelevel_2,11.0
871,a3,2016-08-25 16:02:05,ZOLFERINO,customer_250,2.0,product_0,servicelevel_2,10.0
872,a1,2016-08-17 10:45:00,ZOLA,customer_48,2.0,product_4,servicelevel_1,13.0
872,a2,2016-08-18 09:59:03,ZOILA,customer_48,2.0,product_4,servicelevel_1,13.0
872,a3,2016-08-18 15:27:24,ZOILA,customer_48,2.0,product_4,servicelevel_1,11.0
873,a1,2017-01-20 11:36:36,ZULINO,customer_0,2.0,product_0,servicelevel_0,77.0
873,a2,2017-01-20 11:49:19,ZOLFERINO,customer_0,2.0,product_0,servicelevel_0,19.0
873,a3,2017-01-20 11:51:15,ZOLFERINO,customer_0,2.0,product_0,servicelevel_0,18.0
874,a1,2017-02-20 09:32:09,ZULINO,customer_52,2.0,product_0,servicelevel_1,50.0
874,a2,2017-02-20 09:35:47,ZOSIMO,customer_52,2.0,product_0,servicelevel_1,12.0
874,a3,2017-02-20 10:06:22,ZOSIMO,customer_52,2.0,product_0,servicelevel_1,12.0
875,a1,2016-12-13 09:14:00,ZORAIDE,customer_3,3.0,product_0,servicelevel_0,6.0
875,a2,2016-12-13 09:21:10,ZORAIDE,customer_3,3.0,product_0,servicelevel_0,6.0
875,a3,2016-12-13 10:54:14,ZORAIDE,customer_3,3.0,product_0,servicelevel_0,6.0
876,a1,2016-07-20 08:21:44,ZOLIA,customer_93,2.0,product_0,servicelevel_1,63.0
876,a2,2016-07-20 12:04:04,ZOPITA,customer_93,2.0,product_0,servicelevel_1,12.0
876,a6,2016-07-22 17:03:49,ZOPITA,customer_93,2.0,product_0,servicelevel_1,12.0
876,a9,2016-10-19 10:33:59,ZOPITA,customer_93,2.0,product_0,servicelevel_1,12.0
876,a3,2017-02-14 11:17:36,ZOPITA,customer_93,2.0,product_0,servicelevel_1,3.0
877,a1,2017-02-08 15:03:15,ZULINO,customer_37,3.0,product_1,servicelevel_1,61.0
877,a2,2017-02-08 15:11:52,ZOSIMA,customer_37,3.0,product_1,servicelevel_1,8.0
877,a4,2017-02-08 16:19:53,ZOSIMA,customer_37,3.0,product_1,servicelevel_1,8.0
877,a3,2017-02-09 14:13:33,ZOSIMA,customer_37,3.0,product_1,servicelevel_1,7.0
878,a1,2017-01-18 16:42:55,ZULINO,customer_9,3.0,product_0,servicelevel_1,75.0
878,a2,2017-01-19 08:09:50,ZORAIDO,customer_9,3.0,product_0,servicelevel_1,23.0
878,a4,2017-01-25 09:57:36,ZORAIDO,customer_9,3.0,product_0,servicelevel_1,18.0
878,a3,2017-01-26 08:13:19,ZORAIDO,customer_9,3.0,product_0,servicelevel_1,15.0
879,a1,2016-11-09 09:25:28,ZOPITO,customer_52,3.0,product_0,servicelevel_1,8.0
879,a2,2016-11-09 09:25:48,ZOPITO,customer_52,3.0,product_0,servicelevel_1,8.0
879,a3,2016-11-10 14:29:18,ZOPITO,customer_52,3.0,product_0,servicelevel_1,7.0
880,a1,2016-12-30 08:18:44,ZOLA,customer_197,2.0,product_4,servicelevel_1,43.0
